split,city,n_samples,task,scope,model_rmse_pw,prior_rmse_pw,delta_rmse_pw,model_mae_pw,prior_mae_pw,delta_mae_pw,n_pixels
val,Bilbao,50,angular_spread,overall,12.971912362143703,15.685542301055655,-2.713629938911952,6.439860692930859,6.5622836014229575,-0.12242290849209869,9661570
val,Bilbao,50,angular_spread,los,14.635285240881432,18.43214591543469,-3.7968606745532565,9.066572550971538,9.74300965924197,-0.6764371082704326,5822416
val,Bilbao,50,angular_spread,nlos,9.931120823638883,10.194122709946333,-0.2630018863074497,2.4562205004572606,1.738431774486493,0.7177887259707676,3839154
train,Bratislava,25,path_loss,overall,2.142166035733864,2.4301631286559724,-0.2879970929221085,1.209699323827187,1.5843998329863551,-0.3747005091591682,3221144
train,Bratislava,25,path_loss,los,1.87426171230221,2.1618228512097155,-0.28756113890750545,1.0339335288862725,1.3944366488381474,-0.3605031199518749,2671165
train,Bratislava,25,path_loss,nlos,3.1328795766453874,3.4482422374161894,-0.315362660770802,2.0633673122792673,2.5070222272389464,-0.4436549149596791,549979
train,Bratislava,25,delay_spread,overall,31.811609222226473,33.58550586937928,-1.7738966471528101,9.5414422573663,8.821812050332674,0.7196302070336262,4989105
train,Bratislava,25,delay_spread,los,27.45105096800973,30.55327355847232,-3.1022225904625884,13.053631137420377,12.687614404669873,0.36601673275050395,2671165
train,Bratislava,25,delay_spread,nlos,36.19083277092285,36.77100322140407,-0.5801704504812193,5.494039703718034,4.36690957730247,1.1271301264155635,2317940
train,Bratislava,25,angular_spread,overall,12.932679269460602,15.766046192216805,-2.8333669227562037,6.316603159534626,6.424979668197001,-0.10837650866237514,4989105
train,Bratislava,25,angular_spread,los,15.459064625429464,19.637144546646034,-4.17807992121657,9.975534083442993,10.72375348162693,-0.748219398183938,2671165
train,Bratislava,25,angular_spread,nlos,9.197564235920163,9.520209740975762,-0.32264550505559875,2.100096973823232,1.471126812603319,0.628970161219913,2317940
train,Brugge,60,path_loss,overall,1.4537731423185465,1.809291141138426,-0.35551799881987955,0.7367184233788063,1.138782391782948,-0.4020639684041417,11062605
train,Brugge,60,path_loss,los,1.2464850151237867,1.6260712976039338,-0.37958628248014703,0.6431102508679891,1.051190787197107,-0.4080805363291178,10381755
train,Brugge,60,path_loss,nlos,3.2631837468330587,3.587641651552496,-0.32445790471943736,2.1640772015412684,2.4743990413500208,-0.3103218398087524,680850
train,Brugge,60,delay_spread,overall,24.641037223696863,25.792408191944347,-1.151370968247484,8.0073873083685,6.815824370090922,1.1915629382775785,13525960
train,Brugge,60,delay_spread,los,21.073232901793727,22.502937811215073,-1.4297049094213463,8.875317517666812,7.65455144626318,1.2207660714036317,10381755
train,Brugge,60,delay_spread,nlos,33.84840019846014,34.49352768334488,-0.645127484884739,5.141595099871306,4.046456575299878,1.0951385245714276,3144205
train,Brugge,60,angular_spread,overall,11.462504254087023,13.657659804590642,-2.1951555505036193,5.337113874738374,5.057935664490265,0.2791782102481086,13525960
train,Brugge,60,angular_spread,los,12.087309479767473,14.705346233327072,-2.6180367535595988,6.352429040854003,6.176142725868603,0.1762863149853997,10381755
train,Brugge,60,angular_spread,nlos,9.099732409526606,9.402917105418721,-0.3031846958921154,1.9846753670427983,1.365761749326918,0.6189136177158803,3144205
train,Buenos Aires,480,path_loss,overall,2.256573783170365,2.4186429961301545,-0.1620692129597896,1.485966047691031,1.5936207242410996,-0.10765467655006855,47223308
train,Buenos Aires,480,path_loss,los,1.938140152518271,2.0198188047009773,-0.0816786521827062,1.3169702109507517,1.3511411099234603,-0.03417089897270853,38658177
