split,subexpert,n_samples,task,scope,model_rmse_pw,prior_rmse_pw,delta_rmse_pw,model_mae_pw,prior_mae_pw,delta_mae_pw,n_pixels
val,dense|high_ant,369,delay_spread,overall,9.17653486966632,9.654775809975254,-0.47824094030893427,1.6493512734625588,1.6914609752711331,-0.04210970180857432,56062779
val,dense|high_ant,369,delay_spread,los,8.644335689193447,9.293518391122834,-0.6491827019293872,2.118516403392357,2.2311210454640062,-0.11260464207164933,38874093
val,dense|high_ant,369,delay_spread,nlos,10.279030389350092,10.425732129371696,-0.1467017400216033,0.5882830104379102,0.4709607327412633,0.11732227769664688,17188686
val,dense|high_ant,369,angular_spread,overall,11.001699437239019,13.687805911291777,-2.6861064740527585,4.125954583042075,4.265088892160742,-0.13913430911866698,56062779
val,dense|high_ant,369,angular_spread,los,12.78514159773306,16.085585449267246,-3.300443851534185,5.732092045610556,5.984463568987642,-0.2523715233770858,38874093
val,dense|high_ant,369,angular_spread,nlos,5.009427821102589,5.089172349192342,-0.07974452808975308,0.4934991720622889,0.37653496155898836,0.11696421050330053,17188686
val,dense|low_ant,354,path_loss,overall,2.277034037116163,2.607710104053813,-0.33067606693765006,1.41074803961522,1.7384829704526943,-0.3277349308374742,25095727
val,dense|low_ant,354,path_loss,los,1.9315025831595554,2.288880185561429,-0.3573776024018738,1.2238186266284288,1.5313863024044636,-0.30756767577603483,18361880
val,dense|low_ant,354,path_loss,nlos,3.0249218849740376,3.3252341657300035,-0.30031228075596594,1.9204678933890087,2.3031949813441783,-0.38272708795516963,6733847
val,dense|low_ant,354,delay_spread,overall,24.24453936308767,25.457959742202817,-1.2134203791151457,6.6842353124684,6.0055865400478705,0.6786487724205292,53941675
val,dense|low_ant,354,delay_spread,los,26.78018744449784,29.45886491415514,-2.6786774696572984,13.739025275461909,13.220455579676699,0.5185696957852102,18361880
val,dense|low_ant,354,delay_spread,nlos,22.826023925335555,23.1239487064352,-0.2979247810996455,3.043427137010294,2.2821654832688396,0.7612616537414545,35579795
val,dense|low_ant,354,angular_spread,overall,13.282283295821783,15.93272157444346,-2.650438278621678,5.588909277007108,5.756569576866581,-0.16766029985947295,53941675
val,dense|low_ant,354,angular_spread,los,19.91723521291065,24.85048117233266,-4.93324595942201,13.614240274487553,14.946795469767375,-1.3325551952798218,18361880
val,dense|low_ant,354,angular_spread,nlos,7.920811780751749,8.133722539236848,-0.21291075848509866,1.447228177514228,1.0137140892501169,0.4335140882641111,35579795
val,dense|mid_ant,362,path_loss,overall,2.040456723542658,2.341062226316051,-0.30060550277339315,1.2594703282930457,1.5452378044195407,-0.285767476126495,32160417
val,dense|mid_ant,362,path_loss,los,1.9206758537141508,2.2356172539400245,-0.3149414002258737,1.2002624098232082,1.481779635137876,-0.28151722531466783,26391803
val,dense|mid_ant,362,path_loss,nlos,2.5167810136229556,2.7728044524013296,-0.25602343877837397,1.530350572816592,1.8355632433097773,-0.30521267049318523,5768614
val,dense|mid_ant,362,delay_spread,overall,18.72002470616983,19.8463247992835,-1.1263000931136702,4.918584551517705,4.515865849210104,0.40271870230760154,54520611
val,dense|mid_ant,362,delay_spread,los,20.14601465428462,22.090628963739896,-1.9446143094552752,8.04248070684254,7.773832977277488,0.26864772956505156,26391803
val,dense|mid_ant,362,delay_spread,nlos,17.275392387338805,17.480541787780098,-0.20514940044129304,1.9875946697744185,1.4590841562014403,0.5285105135729782,28128808
