group_type,group,task,scope,n_samples,gt_prior_rmse,gt_model_rmse,delta_model_minus_prior_rmse,prior_model_rmse,gt_prior_ssim,gt_model_ssim,delta_model_minus_prior_ssim,prior_model_ssim,gt_prior_map_corr,gt_model_map_corr,delta_model_minus_prior_map_corr,prior_model_map_corr,gt_prior_grad_corr,gt_model_grad_corr,delta_model_minus_prior_grad_corr,prior_model_grad_corr
topology_class_6,open_sparse_lowrise,path_loss,los,5,1.3657436097687017,0.8276420540553113,-0.5381015557133904,0.9961729889231506,0.9442119343163717,0.9802165826392166,0.03600464832284489,0.9678032327923038,0.9699601722484785,0.9861522011577512,0.016192028909272627,0.9843970787972613,0.9144669500798436,0.9458785768759015,0.03141162679605791,0.9597780788972956
topology_class_6,open_sparse_lowrise,path_loss,nlos,5,1.534675765977843,1.4186764358551966,-0.1159993301226463,0.6102312729055991,0.893624973369045,0.92084238255485,0.027217409185804953,0.9644677550016073,0.8492743972087048,0.866860687896195,0.01758629068749018,0.9839416769401833,0.8449615190872072,0.8721723742056059,0.027210855118398714,0.9674758981595453
topology_class_6,open_sparse_lowrise,delay_spread,overall,5,2.512598061678858,2.3163974047638862,-0.1962006569149719,1.0503392488097443,0.9469557190663692,0.9544106857177308,0.007454966651361583,0.9766863070415437,0.45032001266317323,0.5752545341487496,0.12493452148557638,0.7426174792841229,0.2127012474435517,0.37012467993792686,0.15742343249437515,0.6081501283350008
topology_class_6,open_sparse_lowrise,delay_spread,los,5,2.5819568544220237,2.3798783500375644,-0.2020785043844593,1.0805236641962885,0.9487160151067997,0.9559364346885691,0.007220419581769444,0.9768856679209319,0.36948409874532007,0.5233934704351194,0.15390937168979935,0.6755112755069943,0.20715815190762327,0.35895673890818935,0.1517985870005661,0.5884280709818526
topology_class_6,open_sparse_lowrise,delay_spread,nlos,5,0.5073197391811606,0.5063846547201811,-0.0009350844609794517,0.030188067301537377,0.9167876356729,0.9282622873048737,0.011474651631973698,0.9732696455842429,0.029293248085399123,0.05645836941904423,0.02716512133364511,0.09526763847931785,0.3429930745862259,0.5058188450531793,0.1628257704669534,0.7169354693437436
topology_class_6,open_sparse_lowrise,angular_spread,overall,5,7.315954647789112,5.933737466967363,-1.3822171808217485,3.0859042139050015,0.8661576083200485,0.8800394707126507,0.01388186239260214,0.9038898032595996,0.33336733730036205,0.632337413354728,0.298970076054366,0.5857991823034825,0.2686202030856493,0.4011009087781643,0.13248070569251497,0.4742167035506617
topology_class_6,open_sparse_lowrise,angular_spread,los,5,7.471195929879732,6.036854428154795,-1.434341501724937,3.174558231334957,0.8728311251880053,0.885990643816356,0.01315951862835063,0.9068075733111111,0.3333201410653494,0.6347181218034877,0.30139798073813834,0.5836162001425657,0.3089627859787746,0.396144719649899,0.08718193367112442,0.46798243241766535
topology_class_6,open_sparse_lowrise,angular_spread,nlos,5,3.7658249974831115,3.7489329211037132,-0.01689207637939827,0.10447148179994557,0.7517863839485974,0.7780478270584128,0.026261443109815374,0.8538848448803025,0.02823148752642609,0.12781143069529535,0.09957994316886926,0.1349713783542047,0.1726169576866368,0.46602604963008915,0.2934090919434523,0.5812097847159202
topology_class_3,mixed,path_loss,overall,5,2.1260393492638117,1.8359003987327145,-0.2901389505310972,1.1314056402734562,0.8587128957420139,0.8842259278853133,0.025513032143299363,0.954171400513237,0.9371268840876003,0.9557276811595365,0.018600797071936293,0.9786673324274826,0.738076795724989,0.7996540480685765,0.061577252343587574,0.9180115315617424
topology_class_3,mixed,path_loss,los,5,2.1076045219667545,1.815184178663401,-0.2924203433033534,1.117965256054894,0.8615345329595617,0.8889149773836659,0.027380444424104144,0.95064128880946,0.9126350892904576,0.94101530130791,0.028380212017452444,0.9679787035811194,0.7322660947725778,0.8034725084182539,0.07120641364567615,0.9044584301854138
topology_class_3,mixed,path_loss,nlos,5,2.2551647711714633,1.9795927260151942,-0.2755720451562691,1.2244264812174857,0.8382601131956489,0.8502371113420235,0.011976998146374651,0.9797595968244834,0.7818995610798,0.8030680345851622,0.021168473505362218,0.966480207548004,0.7076961504689498,0.7215018963609887,0.013805745892038868,0.9779721958931796
topology_class_3,mixed,delay_spread,overall,5,8.248647224185095,7.653849419307837,-0.5947978048772589,2.773346428894077,0.7722826074955436,0.756105731858539,-0.01617687563700454,0.8649735538800142,0.37640563674469996,0.5411780037218848,0.1647723669771849,0.7283406546403286,0.19548872607502996,0.3395737664863889,0.14408504041135892,0.6739184370445063
topology_class_3,mixed,delay_spread,los,5,7.657881282007992,6.7319200007229485,-0.9259612812850433,3.3160132845162167,0.7505937533111161,0.7622818307086662,0.011688077397550067,0.8776932902422149,0.18706142004957907,0.5239272243206229,0.33686580427104384,0.3746209578143158,0.17472392339770837,0.34853945210322584,0.17381552870551747,0.6108770152122395
