city,sample,antenna_height_m
Abu Dhabi,sample_00293,200.55975341796875
Abu Dhabi,sample_00294,264.0036926269531
Abu Dhabi,sample_00295,57.679542541503906
Abu Dhabi,sample_00296,103.81700134277344
Abu Dhabi,sample_00297,26.46923065185547
Abu Dhabi,sample_00298,63.12432098388672
Abu Dhabi,sample_00299,41.6539306640625
Abu Dhabi,sample_00300,42.76707458496094
Abu Dhabi,sample_00301,36.52650451660156
Abu Dhabi,sample_00302,86.36467742919922
Abu Dhabi,sample_00303,52.453392028808594
Abu Dhabi,sample_00304,226.5681915283203
Abu Dhabi,sample_00305,56.08906173706055
Abu Dhabi,sample_00306,39.470970153808594
Abu Dhabi,sample_00307,80.40414428710938
Abu Dhabi,sample_00308,46.681373596191406
Abu Dhabi,sample_00309,61.386234283447266
Abu Dhabi,sample_00310,124.90374755859375
Abu Dhabi,sample_00311,89.81935119628906
Abu Dhabi,sample_00312,72.28404235839844
Abu Dhabi,sample_00313,33.72806167602539
Abu Dhabi,sample_00314,43.48710632324219
Abu Dhabi,sample_00315,88.07293701171875
Abu Dhabi,sample_00316,50.51773452758789
Abu Dhabi,sample_00317,54.109336853027344
Abu Dhabi,sample_00318,78.23589324951172
Abu Dhabi,sample_00319,35.64292907714844
Abu Dhabi,sample_00320,119.5324478149414
Abu Dhabi,sample_00321,380.1242980957031
Abu Dhabi,sample_00322,346.6962585449219
Abu Dhabi,sample_00323,86.34884643554688
Abu Dhabi,sample_00324,166.09596252441406
Abu Dhabi,sample_00325,243.23692321777344
Abu Dhabi,sample_00326,20.99093246459961
Abu Dhabi,sample_00327,119.63094329833984
Abu Dhabi,sample_00328,91.17081451416016
Abu Dhabi,sample_00329,165.1372528076172
Abu Dhabi,sample_00330,47.85360336303711
Abu Dhabi,sample_00331,140.8332977294922
Abu Dhabi,sample_00332,248.2008056640625
Abu Dhabi,sample_00333,77.4501953125
Abu Dhabi,sample_00334,43.9815673828125
Abu Dhabi,sample_00335,92.51699829101562
Abu Dhabi,sample_00336,36.427589416503906
Abu Dhabi,sample_00337,63.7317008972168
Abu Dhabi,sample_00338,145.0596160888672
Abu Dhabi,sample_00339,53.28453826904297
Abu Dhabi,sample_00340,290.7080078125
Abu Dhabi,sample_00341,251.6295928955078
Abu Dhabi,sample_00342,62.00104522705078
Abu Dhabi,sample_00343,136.23255920410156
Abu Dhabi,sample_00344,91.06588745117188
Abu Dhabi,sample_00345,207.8250732421875
Abu Dhabi,sample_00346,100.23152923583984
Abu Dhabi,sample_00347,162.1046142578125
Abu Dhabi,sample_00348,96.63478088378906
Abu Dhabi,sample_00349,70.13055419921875
Abu Dhabi,sample_00350,43.44167709350586
Abu Dhabi,sample_00351,75.36299133300781
Abu Dhabi,sample_00352,386.4627990722656
Abu Dhabi,sample_00353,117.04349517822266
Abu Dhabi,sample_00354,69.4793472290039
Abu Dhabi,sample_00355,160.5919952392578
Abu Dhabi,sample_00356,83.10651397705078
Abu Dhabi,sample_00357,128.8739776611328
Abu Dhabi,sample_00358,32.84895706176758
Abu Dhabi,sample_00359,191.65869140625
Abu Dhabi,sample_00360,36.2700309753418
Abu Dhabi,sample_00361,239.11045837402344
Abu Dhabi,sample_00362,35.61642837524414
Abu Dhabi,sample_00363,106.02523040771484
Abu Dhabi,sample_00364,54.70889663696289
Abu Dhabi,sample_00365,21.763439178466797
Abu Dhabi,sample_00366,53.030635833740234
Abu Dhabi,sample_00367,31.9603214263916
Abu Dhabi,sample_00368,93.75424194335938
Abu Dhabi,sample_00369,30.863210678100586
Abu Dhabi,sample_00370,48.66996765136719
Abu Dhabi,sample_00371,65.2857894897461
Abu Dhabi,sample_00372,215.567138671875
Abu Dhabi,sample_00373,74.87103271484375
Abu Dhabi,sample_00374,41.21542739868164
Abu Dhabi,sample_00375,128.92115783691406
Abu Dhabi,sample_00376,215.86634826660156
Abu Dhabi,sample_00377,51.0909423828125
Abu Dhabi,sample_00378,82.72052001953125
Abu Dhabi,sample_00379,71.58378601074219
Abu Dhabi,sample_00380,56.38335037231445
Abu Dhabi,sample_00381,49.410736083984375
Abu Dhabi,sample_00382,172.95806884765625
Abu Dhabi,sample_00383,181.06668090820312
Abu Dhabi,sample_00384,64.864990234375
Abu Dhabi,sample_00385,60.35563659667969
Abu Dhabi,sample_00386,120.40911102294922
Abu Dhabi,sample_00387,283.5214538574219
Abu Dhabi,sample_00388,69.04449462890625
Abu Dhabi,sample_00389,76.27123260498047
Abu Dhabi,sample_00390,53.83072280883789
Abu Dhabi,sample_00391,82.895263671875
Abu Dhabi,sample_00392,188.06948852539062
Abu Dhabi,sample_00393,124.37081909179688
Abu Dhabi,sample_00394,34.46703338623047
Abu Dhabi,sample_00395,258.4026184082031
Abu Dhabi,sample_00396,105.5572738647461
Abu Dhabi,sample_00397,45.365966796875
Abu Dhabi,sample_00398,48.091983795166016
Abu Dhabi,sample_00399,281.4613342285156
Abu Dhabi,sample_00400,241.2305145263672
Abu Dhabi,sample_00401,107.64535522460938
Abu Dhabi,sample_00402,30.560911178588867
Abu Dhabi,sample_00403,26.56246566772461
Abu Dhabi,sample_00404,242.8272247314453
Abu Dhabi,sample_00405,82.67619323730469
Abu Dhabi,sample_00406,62.87705612182617
Abu Dhabi,sample_00407,79.4891357421875
Abu Dhabi,sample_00408,58.74617004394531
Abu Dhabi,sample_00409,74.59379577636719
Abu Dhabi,sample_00410,79.96163177490234
Abu Dhabi,sample_00411,37.041664123535156
Abu Dhabi,sample_00412,58.36209487915039
Abu Dhabi,sample_00413,47.92741012573242
Abu Dhabi,sample_00414,45.76982498168945
Abu Dhabi,sample_00415,54.57685089111328
Abu Dhabi,sample_00416,28.681814193725586
Abu Dhabi,sample_00417,61.845703125
Abu Dhabi,sample_00418,92.61283111572266
Abu Dhabi,sample_00419,87.49091339111328
Abu Dhabi,sample_00420,71.86174774169922
Abu Dhabi,sample_00421,74.1127700805664
Abu Dhabi,sample_00422,94.7677993774414
Abu Dhabi,sample_00423,53.00138854980469
Abu Dhabi,sample_00424,38.12995147705078
Abu Dhabi,sample_00425,47.279052734375
Abu Dhabi,sample_00426,67.60306549072266
Abu Dhabi,sample_00427,70.74126434326172
Abu Dhabi,sample_00428,36.35163116455078
Abu Dhabi,sample_00429,44.61151123046875
Abu Dhabi,sample_00430,283.15106201171875
Abu Dhabi,sample_00431,91.89604187011719
Abu Dhabi,sample_00432,438.7609558105469
Abu Dhabi,sample_00433,35.39833450317383
Abu Dhabi,sample_00434,187.74298095703125
Abu Dhabi,sample_00435,371.52783203125
Abu Dhabi,sample_00436,87.32222747802734
Abu Dhabi,sample_00437,77.16919708251953
Abu Dhabi,sample_00438,341.4240417480469
Abu Dhabi,sample_00439,46.33298110961914
Abu Dhabi,sample_00440,184.26661682128906
Abu Dhabi,sample_00441,232.86453247070312
Abu Dhabi,sample_00442,117.087158203125
Abu Dhabi,sample_00443,94.61135864257812
Abu Dhabi,sample_00444,59.19124221801758
Abu Dhabi,sample_00445,134.93060302734375
Abu Dhabi,sample_00446,56.132728576660156
Abu Dhabi,sample_00447,46.9879150390625
Abu Dhabi,sample_00448,26.34523582458496
Abu Dhabi,sample_00449,78.44137573242188
Abu Dhabi,sample_00450,406.1253356933594
Abu Dhabi,sample_00451,58.179141998291016
Abu Dhabi,sample_00452,52.88113784790039
Abu Dhabi,sample_00453,97.8763198852539
Abu Dhabi,sample_00454,72.32563781738281
Abu Dhabi,sample_00455,65.52122497558594
Abu Dhabi,sample_00456,57.021141052246094
Abu Dhabi,sample_00457,140.73915100097656
Abu Dhabi,sample_00458,104.3055419921875
Abu Dhabi,sample_00459,400.7791748046875
Abu Dhabi,sample_00460,75.74130249023438
Abu Dhabi,sample_00461,31.15752410888672
Abu Dhabi,sample_00462,339.00311279296875
Abu Dhabi,sample_00463,70.93274688720703
Abu Dhabi,sample_00464,65.04003143310547
Abu Dhabi,sample_00465,97.63143157958984
Abu Dhabi,sample_00466,49.72396469116211
Abu Dhabi,sample_00467,43.73347473144531
Abu Dhabi,sample_00468,88.60200500488281
Abu Dhabi,sample_00469,99.79354858398438
Abu Dhabi,sample_00470,65.57835388183594
Abu Dhabi,sample_00471,181.9910125732422
Abu Dhabi,sample_00472,251.85618591308594
Abu Dhabi,sample_00473,114.80021667480469
Abu Dhabi,sample_00474,41.561798095703125
Abu Dhabi,sample_00475,56.87860107421875
Abu Dhabi,sample_00476,66.1102294921875
Abu Dhabi,sample_00477,80.06025695800781
Abu Dhabi,sample_00478,107.02301025390625
Abu Dhabi,sample_00479,25.335371017456055
Abu Dhabi,sample_00480,50.7772102355957
Abu Dhabi,sample_00481,39.93809509277344
Abu Dhabi,sample_00482,16.211711883544922
Abu Dhabi,sample_00483,237.21058654785156
Abu Dhabi,sample_00484,31.589086532592773
Abu Dhabi,sample_00485,83.01785278320312
Abu Dhabi,sample_00486,87.47327423095703
Abu Dhabi,sample_00487,83.76436614990234
Abu Dhabi,sample_00488,45.12796401977539
Abu Dhabi,sample_00489,53.943634033203125
Abu Dhabi,sample_00490,320.5010070800781
Abu Dhabi,sample_00491,52.31597900390625
Abu Dhabi,sample_00492,150.67617797851562
Abu Dhabi,sample_00493,161.26722717285156
Abu Dhabi,sample_00494,31.01619529724121
Abu Dhabi,sample_00495,94.71513366699219
Abu Dhabi,sample_00496,89.79727935791016
Abu Dhabi,sample_00497,40.735042572021484
Abu Dhabi,sample_00498,90.7113037109375
Abu Dhabi,sample_00499,226.81439208984375
Abu Dhabi,sample_00500,71.32910919189453
Abu Dhabi,sample_00501,42.33393096923828
Abu Dhabi,sample_00502,51.48942947387695
Abu Dhabi,sample_00503,366.19256591796875
Abu Dhabi,sample_00504,197.33670043945312
Abu Dhabi,sample_00505,248.9114227294922
Abu Dhabi,sample_00506,52.55869674682617
Abu Dhabi,sample_00507,232.23828125
Abu Dhabi,sample_00508,74.20938873291016
Abu Dhabi,sample_00509,111.7034912109375
Abu Dhabi,sample_00510,320.0096435546875
Abu Dhabi,sample_00511,34.27136993408203
Abu Dhabi,sample_00512,28.956418991088867
Abu Dhabi,sample_00513,57.10242462158203
Abu Dhabi,sample_00514,67.43794250488281
Abu Dhabi,sample_00515,322.3966979980469
Abu Dhabi,sample_00516,294.83172607421875
Abu Dhabi,sample_00517,46.06770706176758
Abu Dhabi,sample_00518,77.85398864746094
Abu Dhabi,sample_00519,54.39027404785156
Abu Dhabi,sample_00520,117.9842529296875
Abu Dhabi,sample_00521,77.09231567382812
Abu Dhabi,sample_00522,41.13209915161133
Abu Dhabi,sample_00523,32.79780197143555
Abu Dhabi,sample_00524,312.7256774902344
Abu Dhabi,sample_00525,63.284175872802734
Abu Dhabi,sample_00526,65.61812591552734
Abu Dhabi,sample_00527,87.21392822265625
Abu Dhabi,sample_00528,23.17677116394043
Abu Dhabi,sample_00529,46.8495979309082
Abu Dhabi,sample_00530,175.08546447753906
Abu Dhabi,sample_00531,246.4383544921875
Abu Dhabi,sample_00532,41.000816345214844
Abu Dhabi,sample_00533,88.06649017333984
Abu Dhabi,sample_00534,55.013427734375
Abu Dhabi,sample_00535,36.9794921875
Abu Dhabi,sample_00536,215.7318572998047
Abu Dhabi,sample_00537,152.03553771972656
Abu Dhabi,sample_00538,75.1605453491211
Abu Dhabi,sample_00539,55.588558197021484
Abu Dhabi,sample_00540,59.90285873413086
Abu Dhabi,sample_00541,67.96687316894531
Abu Dhabi,sample_00542,61.16178512573242
Abu Dhabi,sample_00543,70.0732421875
Abu Dhabi,sample_00544,62.91372299194336
Abu Dhabi,sample_00545,69.74288177490234
Abu Dhabi,sample_00546,55.275794982910156
Abu Dhabi,sample_00547,258.6517028808594
Abu Dhabi,sample_00548,67.11454010009766
Abu Dhabi,sample_00549,246.035888671875
Abu Dhabi,sample_00550,78.42557525634766
Abu Dhabi,sample_00551,49.37409973144531
Abu Dhabi,sample_00552,45.540245056152344
Abu Dhabi,sample_00553,312.1905212402344
Abu Dhabi,sample_00554,28.186674118041992
Abu Dhabi,sample_00555,84.28949737548828
Abu Dhabi,sample_00556,39.135128021240234
Abu Dhabi,sample_00557,33.9940185546875
Abu Dhabi,sample_00558,306.1711120605469
Abu Dhabi,sample_00559,40.43601608276367
Abu Dhabi,sample_00560,64.75536346435547
Abu Dhabi,sample_00561,49.64950942993164
Abu Dhabi,sample_00562,53.53278732299805
Abu Dhabi,sample_00563,339.8029479980469
Abu Dhabi,sample_00564,87.41421508789062
Abu Dhabi,sample_00565,283.8958435058594
Abu Dhabi,sample_00566,250.5803680419922
Abu Dhabi,sample_00567,79.91635131835938
Abu Dhabi,sample_00568,66.07807922363281
Abu Dhabi,sample_00569,51.166194915771484
Abu Dhabi,sample_00570,95.3830795288086
Abu Dhabi,sample_00571,57.93617248535156
Abu Dhabi,sample_00572,104.42147827148438
Abu Dhabi,sample_00573,61.10722732543945
Abu Dhabi,sample_00574,130.14791870117188
Abu Dhabi,sample_00575,38.01844024658203
Abu Dhabi,sample_00576,262.51068115234375
Abu Dhabi,sample_00577,85.94889831542969
Abu Dhabi,sample_00578,47.916099548339844
Abu Dhabi,sample_00579,90.8993911743164
Abu Dhabi,sample_00580,75.26350402832031
Abu Dhabi,sample_00581,105.34534454345703
Abu Dhabi,sample_00582,281.9002380371094
Abu Dhabi,sample_00583,58.24961471557617
Abu Dhabi,sample_00584,285.84765625
Abu Dhabi,sample_00585,55.454612731933594
Abu Dhabi,sample_00586,98.44046783447266
Abu Dhabi,sample_00587,85.3519287109375
Abu Dhabi,sample_00588,108.68656158447266
Abu Dhabi,sample_00589,68.7853012084961
Abu Dhabi,sample_00590,335.62744140625
Abu Dhabi,sample_00591,118.64524841308594
Abu Dhabi,sample_00592,67.65831756591797
Abu Dhabi,sample_00593,130.6284637451172
Abu Dhabi,sample_00594,42.443965911865234
Abu Dhabi,sample_00595,72.73460388183594
Abu Dhabi,sample_00596,213.48191833496094
Abu Dhabi,sample_00597,349.4161376953125
Abu Dhabi,sample_00598,128.31741333007812
Abu Dhabi,sample_00599,57.62211990356445
Abu Dhabi,sample_00600,49.049232482910156
Abu Dhabi,sample_00601,367.27838134765625
Abu Dhabi,sample_00602,327.3339538574219
Abu Dhabi,sample_00603,39.13643264770508
Abu Dhabi,sample_00604,119.60022735595703
Abu Dhabi,sample_00605,193.96363830566406
Abu Dhabi,sample_00606,236.43081665039062
Abu Dhabi,sample_00607,56.895687103271484
Abu Dhabi,sample_00608,102.7774658203125
Abu Dhabi,sample_00609,94.26337432861328
Abu Dhabi,sample_00610,235.88072204589844
Abu Dhabi,sample_00611,43.39447021484375
Abu Dhabi,sample_00612,35.325218200683594
Abu Dhabi,sample_00613,277.92529296875
Abu Dhabi,sample_00614,96.57942199707031
Abu Dhabi,sample_00615,38.571903228759766
Abu Dhabi,sample_00616,339.42376708984375
Abu Dhabi,sample_00617,86.22687530517578
Abu Dhabi,sample_00618,126.0604248046875
Abu Dhabi,sample_00619,135.02125549316406
Abu Dhabi,sample_00620,53.36903381347656
Abu Dhabi,sample_00621,38.06642532348633
Abu Dhabi,sample_00622,85.96390533447266
Abu Dhabi,sample_00623,47.15339279174805
Abu Dhabi,sample_00624,54.724090576171875
Abu Dhabi,sample_00625,186.15614318847656
Abu Dhabi,sample_00626,65.80333709716797
Abu Dhabi,sample_00627,102.29733276367188
Abu Dhabi,sample_00628,50.12038803100586
Abu Dhabi,sample_00629,250.8651580810547
Abu Dhabi,sample_00630,16.46204376220703
Abu Dhabi,sample_00631,37.63927459716797
