checkpoint,checkpoint_path,output_stride,conv_up4_transpose,sample_count,ground_rmse_db,los_rmse_db,nlos_rmse_db,ground_rmse_norm,los_rmse_norm,nlos_rmse_norm
model_0.00008.pt,C:\TFG\TFGpractice\weird_tries\model_0.00008.pt,8,False,16,81.62699757590143,94.49331219353488,47.26338094115089,0.453483319866119,0.5249628455196382,0.2625743385619494
USC_16H_16W.pt,C:\TFG\TFGpractice\weird_tries\USC_16H_16W.pt,16,True,16,52.858055262290364,9.844225059278106,89.80886219420428,0.2936558625682798,0.0546901392182117,0.4989381233011349
