stage,epoch,model_rmse,prior_rmse,rmse_delta_vs_prior,model_mae,prior_mae,mae_delta_vs_prior,los_rmse_delta_vs_prior,nlos_rmse_delta_vs_prior,nlos_los_gap_rmse,generator_loss,discriminator_loss
stage1,1,23.46599574294436,23.565667634717798,-0.09967189177343627,11.120700572740065,12.220050626128009,-1.0993500533879441,0.2924621510311689,-0.23743412957557553,36.90432666126189,0.0366201184297508,0.0
